part_id,machine_id,temperature_c,pressure_bar,cycle_time_s,shift,material_batch,operator_experience_years,vibration_mm_s,humidity_percent,scrap
P002659,M1,173.0,5.33,47.1,early,B5,5.2,1.85,43.3,0
P002660,M1,183.4,5.8,48.0,late,B5,12.0,1.98,55.9,0
P002661,M4,179.9,5.67,44.8,late,B5,7.4,2.73,40.7,1
P002662,M2,192.9,5.58,49.1,night,B4,5.5,2.4,51.4,1
P002663,M2,175.0,5.29,46.1,late,B5,6.6,2.06,57.7,0
P002664,M1,185.6,5.5,53.1,night,B5,9.8,1.81,39.8,0
P002665,M2,198.7,6.49,45.8,early,B4,7.0,3.22,37.3,0
P002666,M4,183.0,5.68,46.2,late,B3,1.6,2.33,39.6,0
P002667,M4,184.0,6.08,44.3,night,B5,11.4,2.6,62.5,0
P002668,M1,186.3,5.73,43.0,early,B3,4.2,1.84,43.1,0
P002669,M3,185.8,5.69,40.7,late,B1,5.1,2.47,38.4,0
P002670,M2,184.8,5.58,50.8,late,B1,8.6,2.63,50.9,0
P002671,M3,177.5,6.27,43.4,night,B3,12.0,2.5,26.2,0
P002672,M2,190.6,5.93,45.2,early,B1,2.9,2.53,40.4,0
P002673,M2,176.5,5.52,44.5,night,B1,8.3,2.98,59.3,0
P002674,M2,191.6,5.66,49.4,late,B2,2.7,2.51,40.4,0
P002675,M3,180.8,6.18,46.1,late,B3,4.8,2.26,45.9,0
P002676,M3,183.0,4.81,46.1,late,B3,1.2,2.18,50.4,0
P002677,M2,184.1,5.91,45.3,early,B3,2.7,2.76,50.4,0
P002678,M4,191.9,5.99,48.5,night,B3,4.6,2.63,43.7,0
P002679,M3,184.4,5.54,43.5,night,B5,5.7,2.08,52.4,0
P002680,M2,185.2,5.85,48.5,night,B2,5.5,2.7,59.6,0
P002681,M4,182.1,5.98,46.3,night,B3,7.6,2.58,39.5,0
P002682,M4,183.2,5.37,40.4,late,B4,3.0,2.73,44.1,0
P002683,M1,197.2,6.09,53.7,late,B2,3.7,2.27,47.2,0
P002684,M3,175.8,5.9,48.2,night,B1,3.8,1.9,53.6,0
P002685,M2,193.0,5.75,48.9,early,B1,3.2,2.79,48.3,0
P002686,M3,186.1,5.84,47.3,night,B2,2.0,2.6,47.0,0
P002687,M1,192.5,6.05,53.8,late,B2,4.3,1.7,35.6,0
P002688,M3,186.5,6.61,50.3,late,B1,6.8,1.71,38.9,0
P002689,M2,187.0,6.01,49.5,early,B2,5.0,2.45,49.5,0
P002690,M3,188.6,6.08,43.3,early,B4,2.9,2.21,43.9,0
P002691,M4,185.3,5.87,44.7,early,B5,4.3,1.51,45.3,0
P002692,M2,191.2,6.47,41.3,late,B3,2.8,3.01,47.5,1
P002693,M4,191.9,5.29,45.4,late,B1,5.8,2.42,66.7,0
P002694,M4,184.5,5.19,49.3,early,B4,6.9,1.44,44.0,0
P002695,M4,181.7,5.85,49.2,early,B1,7.1,2.0,59.1,0
P002696,M1,180.5,6.03,48.3,late,B1,3.4,2.16,58.5,0
P002697,M4,186.5,4.9,44.8,early,B3,2.8,1.7,54.4,0
P002698,M1,179.2,5.8,48.1,night,B3,7.6,2.74,41.2,0
P002699,M2,185.1,5.74,51.3,early,B2,3.3,2.83,49.1,0
P002700,M4,178.7,6.06,38.3,late,B5,4.3,2.81,44.9,0
P002701,M3,185.8,5.95,47.2,early,B1,5.0,1.84,64.1,0
P002702,M3,178.9,5.17,53.9,late,B1,4.0,2.49,51.3,0
P002703,M2,179.9,5.42,47.1,late,B3,6.4,2.45,46.3,0
P002704,M4,177.9,5.52,37.2,late,B3,1.3,2.41,62.3,0
P002705,M3,179.9,6.06,42.9,late,B5,5.5,2.46,45.2,0
P002706,M2,184.4,5.93,41.3,late,B1,2.2,2.72,52.4,0
P002707,M4,185.4,5.58,44.4,early,B3,3.0,2.86,53.6,1
P002708,M1,183.1,5.85,41.3,late,B1,4.6,2.36,50.8,0
P002709,M1,186.0,5.43,49.5,early,B1,1.0,2.09,47.1,0
P002710,M3,185.5,6.52,49.0,late,B3,3.6,2.68,54.7,0
P002711,M4,188.1,6.0,48.1,late,B4,3.2,2.97,43.0,0
P002712,M1,173.5,6.08,50.7,night,B1,3.7,2.34,56.9,0
P002713,M1,177.8,6.28,43.9,late,B5,3.0,2.9,45.7,0
P002714,M1,187.1,6.16,46.3,early,B3,4.3,2.19,58.7,0
P002715,M4,185.2,5.81,55.1,early,B3,2.7,2.44,56.4,0
P002716,M1,189.4,5.74,48.2,early,B5,3.9,2.3,52.4,1
P002717,M3,174.5,6.25,48.2,late,B2,4.5,2.24,47.3,0
P002718,M4,181.4,5.81,43.9,night,B2,7.8,2.36,56.8,0
P002719,M1,182.4,5.54,44.4,night,B4,8.9,1.98,52.6,0
P002720,M3,183.9,6.49,42.2,late,B1,1.4,1.85,25.0,0
P002721,M3,183.2,5.47,52.4,early,B5,8.1,2.35,41.5,1
P002722,M4,186.6,5.19,40.9,night,B5,2.0,3.04,49.3,0
P002723,M2,186.4,6.15,51.7,early,B5,3.9,3.12,50.2,0
P002724,M2,194.5,5.54,50.4,early,B3,1.1,2.92,53.7,0
P002725,M1,193.3,5.95,39.9,night,B4,0.6,2.86,60.4,0
P002726,M3,176.9,6.44,50.3,early,B5,12.0,2.31,52.7,0
P002727,M4,184.2,5.32,45.8,early,B1,4.0,2.06,31.3,0
P002728,M1,188.4,5.79,41.0,early,B2,3.4,2.14,49.6,0
P002729,M2,190.2,6.32,49.6,late,B3,4.9,2.72,57.7,0
P002730,M4,181.8,6.04,43.7,early,B4,3.5,2.27,48.9,0
P002731,M1,185.4,5.74,45.2,late,B4,6.9,2.57,49.6,0
P002732,M2,178.3,6.64,46.3,late,B5,4.7,3.17,44.0,0
P002733,M3,182.9,5.77,42.7,early,B3,6.2,1.52,55.6,0
P002734,M2,179.0,5.94,43.7,early,B1,2.3,2.68,45.2,0
P002735,M2,189.8,6.38,51.2,night,B1,1.2,1.44,52.7,0
P002736,M2,180.9,6.14,49.4,early,B5,7.4,2.71,51.4,0
P002737,M1,184.9,6.26,47.0,late,B3,5.1,2.25,48.4,0
P002738,M3,184.8,5.49,44.6,late,B4,1.6,3.1,51.9,0
P002739,M3,183.4,6.23,46.2,early,B3,1.6,2.96,49.6,0
P002740,M3,179.5,5.86,43.2,late,B5,4.4,2.72,58.2,0
P002741,M1,182.8,5.54,43.1,late,B2,5.9,1.87,53.4,1
P002742,M4,190.5,5.88,53.3,late,B1,2.0,2.04,56.3,0
P002743,M1,181.7,5.87,49.4,night,B4,10.1,1.81,41.9,0
P002744,M4,184.1,6.45,44.7,night,B3,6.4,3.19,41.4,0
P002745,M2,183.9,5.93,42.5,night,B5,7.7,2.34,48.5,0
P002746,M4,189.6,5.53,40.3,late,B1,4.3,2.33,54.0,0
P002747,M1,184.4,5.45,43.6,late,B2,4.0,1.9,52.3,0
P002748,M1,179.8,5.78,46.4,late,B5,1.5,1.73,42.0,0
P002749,M2,187.0,5.33,48.6,early,B5,2.3,2.9,54.2,0
P002750,M1,182.7,5.55,46.6,night,B1,3.7,2.37,43.0,0
P002751,M1,191.7,5.71,47.3,night,B5,5.1,1.3,53.4,0
P002752,M3,182.8,5.65,42.1,early,B1,4.5,1.71,50.3,0
P002753,M4,176.4,6.05,52.5,night,B1,0.8,2.61,46.2,1
P002754,M1,186.7,5.54,45.2,night,B5,1.9,2.27,43.7,0
P002755,M4,193.8,4.94,47.9,late,B1,4.7,2.32,49.1,0
P002756,M4,190.6,5.21,44.3,night,B2,5.2,2.77,48.7,0
P002757,M4,177.9,5.79,48.0,early,B1,3.0,1.85,39.6,0
P002758,M3,181.5,5.59,53.9,early,B3,6.0,2.03,52.8,0
P002759,M3,182.8,5.37,42.2,early,B1,6.0,2.53,57.3,0
P002760,M3,182.9,6.49,41.8,late,B2,12.0,2.01,54.9,0
P002761,M3,185.1,6.09,42.7,early,B2,4.1,2.44,50.5,0
P002762,M4,182.1,5.78,45.5,night,B4,2.9,1.98,44.4,0
P002763,M1,179.0,5.88,44.0,early,B3,2.0,1.93,49.0,0
P002764,M2,192.2,5.71,44.2,early,B1,1.3,1.95,46.9,0
P002765,M1,177.8,5.36,45.8,late,B3,5.8,1.37,49.0,0
P002766,M4,179.6,6.16,52.7,early,B3,5.4,2.29,55.5,0
P002767,M2,180.8,6.1,47.6,late,B2,1.5,2.95,47.1,0
P002768,M3,186.4,5.11,45.6,early,B3,5.8,2.25,33.3,0
P002769,M4,184.6,5.88,48.1,night,B2,4.4,3.02,54.4,0
P002770,M4,188.9,5.92,49.3,late,B2,3.2,2.32,51.2,0
P002771,M1,179.7,5.69,51.2,early,B4,0.7,1.35,49.2,0
P002772,M4,177.1,6.53,47.7,early,B2,5.4,2.65,38.6,0
P002773,M4,181.6,6.5,46.8,early,B2,11.0,2.01,41.3,0
P002774,M1,183.0,5.67,42.2,night,B1,2.2,2.36,42.3,0
P002775,M4,185.2,5.72,49.6,late,B4,4.4,1.47,43.3,0
P002776,M2,177.7,5.68,45.0,late,B4,5.6,2.63,44.1,0
P002777,M3,185.6,5.59,42.7,early,B4,0.4,2.62,38.5,0
P002778,M3,178.1,5.48,46.7,night,B1,1.9,2.56,65.2,0
P002779,M2,183.4,5.98,54.1,early,B3,1.1,2.64,60.0,0
P002780,M1,190.5,6.49,48.8,late,B2,10.9,2.28,50.2,0
P002781,M1,172.0,6.34,45.9,night,B4,0.4,2.08,47.7,0
P002782,M1,185.8,6.08,42.3,early,B2,3.2,2.17,62.6,0
P002783,M3,184.8,4.96,51.8,late,B3,4.8,2.58,61.0,0
P002784,M2,182.5,5.15,48.0,early,B3,2.2,2.41,42.1,0
P002785,M1,181.5,6.17,44.9,early,B4,0.5,2.01,50.0,0
P002786,M3,189.7,6.37,48.1,night,B4,3.3,1.59,46.5,0
P002787,M3,193.8,5.99,44.3,late,B5,2.2,2.59,45.8,0
P002788,M3,188.9,5.69,43.1,night,B3,5.1,2.16,46.7,0
P002789,M4,194.4,6.27,44.3,late,B5,6.4,1.93,47.3,0
P002790,M2,183.2,6.06,45.7,early,B5,1.5,3.12,49.7,0
P002791,M4,175.3,6.2,42.5,late,B3,2.3,2.45,49.7,0
P002792,M1,183.7,5.15,41.3,late,B4,2.4,1.94,59.5,0
P002793,M3,187.4,5.92,49.7,early,B5,6.4,2.68,41.5,0
P002794,M4,173.8,6.42,49.3,late,B5,4.1,2.32,55.7,0
P002795,M4,178.9,5.98,43.7,late,B2,1.5,1.77,39.4,0
P002796,M3,178.5,6.13,49.4,late,B4,7.7,2.71,49.9,0
P002797,M3,185.0,5.81,47.2,early,B3,2.2,1.9,56.3,0
P002798,M2,188.3,5.84,47.0,night,B1,2.7,4.08,52.6,0
P002799,M3,178.7,6.29,41.3,early,B2,1.8,2.07,45.5,0
P002800,M4,185.0,5.57,48.1,early,B5,4.3,1.57,50.3,0
P002801,M4,177.7,5.53,53.9,early,B5,3.0,3.26,61.2,0
P002802,M2,184.7,5.63,48.3,night,B4,9.2,2.7,43.3,0
P002803,M1,177.0,5.81,49.8,early,B5,4.1,2.39,52.5,0
P002804,M3,182.2,5.24,45.2,late,B3,1.9,2.45,55.7,0
P002805,M1,179.6,6.06,49.5,early,B4,3.8,1.66,44.9,0
P002806,M1,187.8,5.74,45.4,late,B1,10.0,1.3,61.9,1
P002807,M2,186.9,6.1,39.1,night,B2,1.4,3.6,64.6,0
P002808,M3,181.8,5.06,43.3,early,B1,5.3,1.57,56.8,0
P002809,M1,193.7,6.1,46.5,night,B5,0.7,3.01,56.8,1
P002810,M1,186.1,6.27,50.1,early,B4,8.8,2.51,34.2,0
P002811,M1,182.0,5.95,45.4,early,B5,2.7,2.35,37.4,0
P002812,M4,180.8,5.81,46.9,late,B3,1.9,2.26,47.3,0
P002813,M3,176.5,6.1,43.8,late,B3,9.7,3.31,42.7,0
P002814,M1,183.6,6.24,51.9,early,B4,3.7,1.96,53.0,0
P002815,M1,185.7,5.98,51.7,late,B3,3.8,1.98,25.2,1
P002816,M3,172.5,6.01,43.4,early,B2,2.7,2.58,53.0,0
P002817,M2,179.5,6.38,42.4,late,B2,2.8,2.42,46.6,0
P002818,M3,180.2,6.07,39.1,late,B3,0.6,1.82,43.7,0
P002819,M2,181.0,5.52,50.5,night,B1,5.3,2.7,63.3,0
P002820,M4,184.2,6.24,47.3,late,B1,1.1,2.79,45.5,0
P002821,M2,188.0,5.76,45.2,late,B1,7.0,3.57,35.1,1
P002822,M3,182.3,5.81,47.0,late,B1,1.6,3.21,51.7,1
P002823,M1,187.0,5.84,41.3,early,B1,4.0,1.47,51.1,0
P002824,M4,180.8,6.14,49.8,early,B1,2.4,2.95,46.6,0
P002825,M4,183.7,6.41,45.3,night,B1,2.7,2.03,66.8,0
P002826,M3,177.5,5.81,41.9,early,B5,3.2,1.86,49.7,0
P002827,M2,188.6,6.41,46.8,night,B1,4.7,2.48,56.1,0
P002828,M1,184.4,5.86,44.5,early,B3,9.5,2.0,50.6,0
P002829,M4,177.4,6.29,48.2,night,B1,2.7,2.0,58.2,0
P002830,M3,182.1,5.87,50.4,early,B5,0.5,1.23,45.4,0
P002831,M1,183.8,5.63,50.2,night,B2,8.2,2.93,39.5,0
P002832,M2,188.5,6.47,48.8,late,B4,5.8,3.13,54.1,0
P002833,M2,188.7,5.59,47.5,early,B4,1.6,2.72,50.4,0
P002834,M4,180.0,5.57,44.6,late,B4,1.3,2.04,54.4,0
P002835,M3,187.2,5.36,39.3,late,B4,4.9,2.83,43.1,0
P002836,M3,185.9,6.24,45.9,early,B3,4.3,2.25,51.8,0
P002837,M3,179.0,6.33,42.8,early,B4,11.0,2.02,35.2,0
P002838,M2,180.7,5.93,52.8,late,B5,5.3,1.99,44.2,0
P002839,M2,183.4,5.46,47.4,late,B2,2.3,2.97,42.4,0
P002840,M1,175.9,5.8,48.8,early,B5,1.9,2.13,52.0,0
P002841,M4,185.1,5.69,45.0,night,B5,3.9,2.59,44.1,0
P002842,M2,193.5,5.44,45.6,early,B4,0.7,2.8,37.0,0
P002843,M2,194.8,5.63,50.5,early,B5,1.0,3.01,43.5,1
P002844,M1,178.0,5.98,47.1,late,B1,1.4,2.37,52.8,0
P002845,M1,188.3,5.59,47.2,early,B3,2.2,2.14,49.0,0
P002846,M3,183.5,5.9,45.6,early,B4,3.6,2.53,42.0,0
P002847,M1,170.8,5.18,49.0,late,B5,5.6,2.71,54.7,0
P002848,M1,182.2,6.39,48.5,early,B1,8.5,2.97,60.5,0
P002849,M4,181.6,5.66,38.5,early,B5,7.5,1.97,55.3,0
P002850,M2,193.7,6.1,47.2,late,B1,6.7,3.23,29.5,0
P002851,M2,182.2,5.87,52.1,late,B2,2.7,2.01,49.9,0
P002852,M2,190.1,5.94,44.3,night,B4,1.9,3.18,46.9,1
P002853,M4,183.4,5.4,40.4,late,B2,4.8,2.21,31.7,0
P002854,M2,179.0,5.53,47.7,late,B5,5.0,3.11,37.7,0
P002855,M4,181.0,5.54,48.8,early,B5,1.5,3.15,54.4,0
P002856,M4,192.4,5.81,45.1,night,B1,3.1,2.58,49.5,0
P002857,M3,182.0,6.26,50.9,early,B2,1.8,2.28,48.6,0
P002858,M2,192.0,5.95,55.2,early,B1,0.9,2.71,42.8,0
P002859,M3,187.7,5.48,38.7,night,B4,4.6,2.09,56.7,0
P002860,M2,184.5,5.83,46.7,late,B5,6.6,3.26,38.2,0
P002861,M2,179.9,5.77,39.5,late,B4,10.4,2.7,40.9,0
P002862,M3,176.7,5.68,48.5,early,B1,3.3,1.32,45.5,0
P002863,M2,195.0,5.79,45.6,early,B1,0.8,3.15,35.8,0
P002864,M1,184.8,6.07,44.2,late,B1,11.5,2.67,40.9,0
P002865,M2,177.5,5.55,52.6,late,B3,12.0,2.77,56.5,0
P002866,M1,188.6,5.68,41.0,late,B4,12.0,1.95,41.2,1
P002867,M2,177.2,6.14,42.2,early,B1,12.0,2.23,54.2,0
P002868,M3,178.5,5.96,37.3,early,B5,4.4,1.95,53.1,0
P002869,M4,184.4,6.25,51.6,late,B2,3.7,2.59,46.7,0
P002870,M1,197.9,6.3,49.9,late,B3,6.2,1.47,36.6,0
P002871,M3,187.5,5.32,44.9,early,B4,1.1,2.49,48.5,0
P002872,M2,184.3,5.9,43.4,early,B3,2.1,2.78,31.1,0
P002873,M1,184.2,5.62,49.2,early,B3,3.4,2.88,43.8,0
P002874,M1,189.1,5.38,56.5,early,B2,7.7,2.62,49.9,0
P002875,M1,191.8,5.52,45.1,late,B3,7.9,1.97,55.0,0
P002876,M1,182.6,5.69,41.4,early,B2,3.5,1.54,46.8,0
P002877,M2,185.8,5.7,52.9,late,B2,1.2,2.38,43.1,0
P002878,M2,182.4,5.59,43.9,night,B4,6.6,3.37,42.5,0
P002879,M3,186.7,5.8,44.6,night,B5,1.1,2.43,44.3,0
P002880,M1,189.6,6.66,36.0,night,B5,2.5,2.57,53.0,0
P002881,M1,173.3,5.2,44.8,early,B2,4.4,2.02,50.8,0
P002882,M1,181.8,6.2,41.1,early,B2,1.0,2.52,47.8,0
P002883,M3,176.3,5.79,50.8,early,B1,2.0,1.62,53.0,0
P002884,M2,187.8,5.65,44.5,late,B2,7.2,3.17,48.0,0
P002885,M3,176.2,5.09,49.0,early,B3,6.2,1.78,37.3,0
P002886,M1,176.7,6.07,45.6,early,B2,1.3,1.41,39.1,0
P002887,M1,190.2,5.3,46.5,early,B4,4.7,3.32,52.8,0
P002888,M4,183.1,6.09,48.8,early,B1,0.7,2.56,37.0,0
P002889,M1,183.7,6.41,45.8,late,B3,5.8,2.35,45.0,0
P002890,M1,186.4,5.35,43.5,late,B2,2.2,1.46,47.1,0
P002891,M1,189.3,6.21,42.9,late,B3,3.2,2.58,39.7,0
P002892,M4,181.7,5.81,48.7,night,B1,4.0,2.9,34.7,0
P002893,M3,180.8,5.07,38.8,early,B3,1.4,2.21,38.6,0
P002894,M3,180.8,5.38,52.4,early,B4,2.1,2.7,33.5,0
P002895,M4,189.9,5.86,47.3,early,B5,10.6,3.03,52.9,0
P002896,M1,183.6,5.94,44.7,late,B2,3.0,2.54,51.2,0
P002897,M4,182.4,5.25,47.8,late,B3,4.2,1.53,41.9,0
P002898,M1,186.1,5.81,43.7,early,B4,4.2,1.78,37.1,0
P002899,M3,193.1,6.09,45.3,night,B3,8.7,3.06,57.3,0
P002900,M2,187.4,6.15,43.9,early,B3,6.5,2.79,51.5,0
P002901,M2,185.5,5.66,49.6,early,B2,1.5,2.79,43.0,1
P002902,M4,194.7,5.95,46.5,late,B5,9.4,2.13,57.5,0
P002903,M1,191.3,6.18,46.7,night,B4,11.7,2.01,49.1,0
P002904,M4,190.5,6.1,52.4,late,B5,1.5,3.04,50.5,0
P002905,M2,184.2,6.11,45.1,night,B4,2.9,3.42,39.7,0
P002906,M3,179.7,5.84,45.5,early,B2,3.4,2.66,35.9,0
P002907,M4,173.9,5.77,40.5,late,B2,3.0,2.75,35.4,0
P002908,M1,189.3,5.9,48.1,night,B1,5.8,2.58,64.7,0
P002909,M4,184.4,5.53,46.7,late,B4,3.2,2.47,41.4,0
P002910,M3,173.1,6.19,46.1,early,B4,2.5,1.76,48.5,0
P002911,M3,189.6,5.26,45.4,night,B2,6.0,1.66,51.7,0
P002912,M1,182.1,5.62,43.8,early,B1,0.5,2.89,47.8,0
P002913,M3,181.8,5.79,55.5,late,B5,4.4,2.29,46.8,0
P002914,M3,174.7,5.96,46.1,night,B2,5.3,2.51,46.6,0
P002915,M2,189.7,6.03,49.3,night,B3,9.0,2.84,51.8,0
P002916,M1,186.8,6.32,41.7,night,B1,3.9,2.42,39.7,0
P002917,M1,183.7,5.83,49.4,night,B1,0.8,2.46,44.5,0
P002918,M4,181.7,5.55,46.3,early,B5,4.1,2.81,29.6,0
P002919,M1,198.4,5.75,47.7,night,B4,0.7,1.95,33.1,0
P002920,M3,176.4,5.69,49.4,late,B1,4.9,2.83,37.6,0
P002921,M4,180.0,5.98,46.4,late,B1,8.0,2.17,54.8,0
P002922,M1,187.9,5.43,43.4,early,B3,3.6,2.41,45.8,0
P002923,M1,178.4,5.74,37.2,night,B4,3.2,1.77,53.6,1
P002924,M3,177.0,6.37,44.5,late,B3,6.4,2.23,51.1,0
P002925,M1,190.2,5.86,43.4,night,B5,4.8,2.0,50.1,0
P002926,M3,186.3,5.43,41.7,early,B4,6.0,2.31,40.4,0
P002927,M3,185.7,5.68,51.5,early,B4,12.0,2.63,48.6,0
P002928,M3,184.0,5.02,49.7,late,B2,2.6,2.33,50.0,0
P002929,M2,183.2,5.78,41.2,early,B4,5.2,3.63,65.6,0
P002930,M3,181.6,6.38,46.6,late,B5,9.5,2.66,45.2,0
P002931,M3,182.6,5.38,42.9,early,B1,9.6,2.2,53.9,1
P002932,M1,188.7,5.29,47.4,late,B4,5.5,2.26,47.0,0
P002933,M3,185.3,5.57,43.0,early,B5,3.1,2.47,42.4,0
P002934,M4,178.9,6.12,44.8,early,B3,6.0,2.82,55.0,0
P002935,M3,187.3,6.4,49.7,late,B4,6.1,1.74,63.1,0
P002936,M2,177.8,5.96,51.3,early,B2,6.8,3.04,50.1,1
P002937,M2,185.2,5.35,53.9,early,B1,1.6,2.21,42.5,1
P002938,M1,177.7,5.79,45.2,early,B5,11.5,2.54,51.7,0
P002939,M1,179.3,6.43,40.5,early,B2,9.5,2.8,50.2,0
P002940,M1,194.6,5.69,49.5,late,B4,3.7,2.43,65.7,1
P002941,M4,175.9,5.85,50.3,early,B2,8.9,1.45,53.9,0
P002942,M1,179.5,5.88,48.4,early,B2,3.5,1.5,40.5,1
P002943,M4,186.8,5.26,44.0,late,B4,10.3,2.75,58.2,0
P002944,M1,181.4,6.15,41.9,late,B2,4.1,1.2,54.2,0
P002945,M2,187.9,6.1,50.2,late,B5,1.9,3.02,55.5,0
P002946,M2,194.9,5.1,44.8,early,B1,12.0,3.19,51.6,0
P002947,M2,190.6,5.33,47.0,night,B1,6.6,3.26,56.1,1
P002948,M4,181.4,5.46,57.8,late,B1,3.3,2.39,51.5,0
P002949,M4,183.3,6.06,54.9,early,B2,10.9,2.7,46.0,0
P002950,M4,186.9,5.54,49.8,night,B1,6.0,2.59,49.1,0
P002951,M1,187.5,5.94,43.5,late,B2,3.0,1.64,47.1,0
P002952,M4,184.1,5.74,44.1,late,B1,10.9,2.84,50.7,0
P002953,M1,186.0,5.82,48.7,night,B4,6.7,2.93,48.6,0
P002954,M4,186.0,5.97,52.5,early,B1,4.9,2.81,45.5,0
P002955,M3,182.5,5.9,44.1,night,B5,3.9,2.07,46.5,0
P002956,M2,183.7,5.79,46.5,late,B5,1.8,3.08,48.0,0
P002957,M1,188.1,5.91,46.3,early,B4,0.3,2.88,33.8,0
P002958,M1,185.6,5.88,40.7,early,B4,6.3,2.82,56.2,0
P002959,M1,172.6,5.73,40.8,early,B4,1.5,2.76,50.8,0
P002960,M4,179.5,5.65,42.3,night,B5,1.8,1.78,43.1,0
P002961,M4,181.4,6.46,48.9,early,B3,3.4,2.68,52.7,0
P002962,M4,182.9,5.65,47.8,early,B4,3.5,2.79,43.9,0
P002963,M1,190.6,6.28,50.3,late,B3,2.0,2.77,43.9,0
P002964,M3,200.6,5.56,39.4,late,B4,6.3,2.53,51.0,0
P002965,M2,173.5,6.08,42.4,early,B2,0.9,3.45,59.4,0
P002966,M3,184.7,6.42,47.7,night,B1,6.2,1.48,50.2,0
P002967,M2,187.4,5.68,44.9,late,B5,3.1,3.0,41.8,0
P002968,M2,186.0,5.57,45.2,night,B4,1.9,2.97,45.2,0
P002969,M3,186.0,5.65,49.8,early,B4,0.9,2.71,54.8,0
P002970,M1,184.8,5.79,43.9,early,B2,4.4,2.99,51.2,0
P002971,M2,185.0,5.91,46.5,late,B4,1.4,2.35,55.7,0
P002972,M3,183.2,5.79,45.0,early,B3,1.2,2.98,51.1,0
P002973,M1,187.1,5.65,45.3,late,B1,9.4,2.67,54.2,0
P002974,M4,186.5,6.48,49.4,early,B5,1.1,2.42,64.1,0
P002975,M3,184.0,5.73,41.4,night,B5,0.8,1.89,37.2,0
P002976,M4,180.8,5.58,46.1,night,B5,5.9,2.59,67.3,0
P002977,M3,198.5,6.09,50.4,night,B3,4.7,2.43,55.5,0
P002978,M3,185.0,6.1,54.1,night,B2,2.5,2.45,69.0,0
P002979,M3,187.2,6.29,40.8,night,B1,1.7,2.02,40.1,0
P002980,M4,181.2,6.47,48.1,late,B4,2.1,2.77,51.1,0
P002981,M3,184.0,5.92,45.3,early,B5,2.5,2.12,49.3,0
P002982,M2,188.0,5.7,47.8,night,B1,5.4,3.3,55.1,0
P002983,M1,173.5,5.13,43.0,night,B4,4.5,3.07,51.8,0
P002984,M3,179.1,5.47,48.9,night,B1,2.9,1.93,50.9,0
P002985,M1,180.0,5.87,48.7,night,B4,2.9,2.33,54.2,0
P002986,M1,180.7,5.39,55.6,early,B1,6.1,2.74,47.1,0
P002987,M1,178.1,5.25,41.0,night,B5,1.9,2.42,43.9,0
P002988,M3,183.2,5.82,39.4,night,B1,0.9,1.69,51.6,1
P002989,M1,191.7,6.07,53.8,late,B3,8.8,2.69,43.9,0
P002990,M3,183.7,5.71,45.8,night,B4,2.9,2.03,47.0,1
P002991,M4,177.5,6.11,45.1,late,B5,12.0,2.59,36.5,0
P002992,M4,178.3,6.02,47.5,night,B2,2.6,2.05,48.4,0
P002993,M2,184.9,6.2,42.9,early,B5,3.8,3.11,40.6,0
P002994,M3,175.2,6.56,47.4,night,B1,1.8,2.11,47.7,0
P002995,M3,184.7,6.71,45.7,early,B3,4.5,2.71,39.3,1
P002996,M2,194.4,6.06,52.3,early,B5,2.9,2.65,47.8,0
P002997,M3,179.8,5.64,49.3,early,B2,3.2,2.08,55.2,0
P002998,M1,184.4,5.82,49.6,late,B3,4.1,2.49,43.2,0
P002999,M4,181.6,6.35,47.5,early,B3,2.6,2.02,40.5,0
P003000,M1,180.5,5.49,52.1,night,B2,4.4,3.11,54.3,0
P003001,M4,185.0,6.31,49.0,late,B4,2.2,2.58,55.3,0
P003002,M3,179.4,5.74,44.0,night,B3,4.3,2.05,51.4,0
P003003,M1,179.6,5.88,42.9,early,B4,0.7,2.12,44.3,0
P003004,M3,174.1,5.52,43.4,early,B3,1.1,2.31,43.0,0
P003005,M1,184.4,5.34,48.2,night,B5,1.8,2.75,45.3,0
P003006,M4,189.9,5.7,41.7,late,B3,1.3,2.1,47.5,0
P003007,M3,186.9,6.26,46.6,late,B4,1.4,2.13,34.2,0
P003008,M1,192.2,5.55,42.8,night,B4,5.2,2.28,40.1,0
P003009,M1,180.3,6.36,41.2,night,B5,3.0,2.99,58.0,0
P003010,M4,188.7,5.6,42.7,late,B5,2.6,2.95,49.7,0
P003011,M2,180.9,5.43,48.1,night,B2,4.5,3.47,57.8,0
P003012,M4,187.9,5.89,49.7,late,B2,4.7,2.51,56.1,0
P003013,M4,193.0,6.04,44.2,late,B2,2.4,3.14,45.5,0
P003014,M3,185.7,5.87,38.1,early,B3,7.3,2.87,45.6,0
P003015,M2,196.1,5.85,60.2,early,B3,3.1,3.06,55.7,1
P003016,M3,179.7,6.36,50.2,early,B1,5.5,2.65,54.1,0
P003017,M4,183.3,5.83,50.3,night,B5,2.2,2.23,55.9,0
P003018,M1,179.0,5.64,52.2,late,B5,4.3,3.12,47.9,0
P003019,M2,187.2,5.4,48.6,early,B4,5.9,2.64,49.1,0
P003020,M1,185.5,6.25,45.5,late,B2,5.4,2.55,46.0,0
P003021,M2,187.1,5.65,53.4,early,B5,5.1,3.05,47.6,0
P003022,M3,180.4,5.69,51.1,early,B2,2.1,1.68,42.5,0
P003023,M2,184.3,6.17,50.5,night,B2,1.3,2.73,47.4,1
P003024,M3,184.9,6.52,49.4,late,B5,1.1,2.39,46.7,0
